mid,u
WO_VPRO_12979250,npo://internetvod.omroep.nl/WO_VPRO_12979250 2019-01-07 10:30:04.006+00
POMS_VPRO_2507714,npo://internetvod.omroep.nl/POMS_VPRO_2507714 2017-10-27 12:16:22.988+00
POMS_VPRO_855915,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/09/1508-programma-item-0.mp4 2015-05-09 10:54:49.445+00
POMS_VPRO_908202,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/02/1735-programma-item-0.mp4 2015-06-02 08:47:20.838+00
POMS_VPRO_3135409,http://download.omroep.nl/portal/radiomanager/rm3-radio1/audiofragments/34/33842-Boudewijn_Koole_waagde_zich_aan_Nooit_meer_slapen.mp3 2016-01-26 07:48:03.621+00
POMS_VPRO_2056258,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/23/2712-programma-item-0.mp4 2015-09-23 08:40:47.816+00
POMS_VPRO_3355883,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/25/4624-programma-item-0.mp4 2016-02-25 09:53:25.109+00
POMS_VPRO_2004667,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/18/2662-programma-item-0.mp4 2015-09-18 09:38:20.292+00
POMS_VPRO_958389,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/06/1837-programma-item-0.mp4 2015-06-06 09:38:47.953+00
POMS_VPRO_3378450,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/27/4657-programma-item-0.mp4 2016-02-27 08:01:54.606+00
POMS_VPRO_1382542,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/16/2126-programma-item-0.mp4 2015-07-16 08:37:34.803+00
POMS_VPRO_2637943,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/11/26/3567-programma-item-1.mp4 2015-11-26 10:17:54.623+00
POMS_VPRO_1460082,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/22/2168-programma-item-0.mp4 2015-07-22 08:59:24.198+00
POMS_VPRO_3807380,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/04/29/5494-programma-item-0.mp4 2016-04-29 08:18:42.355+00
POMS_VPRO_1796925,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/26/2455-programma-item-0.mp4 2015-08-26 08:30:01.401+00
POMS_VPRO_2325000,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/20/3032-programma-item-0.mp4 2015-10-20 08:27:36.099+00
POMS_VPRO_860981,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/15/1566-programma-item-0.mp4 2015-05-15 03:59:25.412+00
POMS_VPRO_1857688,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/01/2512-programma-item-0.mp4 2015-09-01 10:12:18.162+00
POMS_VPRO_3432159,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/05/4747-programma-item-0.mp4 2016-03-05 08:20:03.227+00
POMS_VPRO_3567460,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/25/4972-programma-item-0.mp4 2016-03-25 10:03:13.693+00
POMS_VPRO_908205,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/03/1773-programma-item-0.mp4 2015-06-03 08:29:54.036+00
POMS_VPRO_1448372,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/21/2159-programma-item-0.mp4 2015-07-21 08:26:44.255+00
POMS_VPRO_895165,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/30/1722-programma-item-1.mp4 2015-05-30 06:45:58.623+00
WO_VPRO_12962869,npo://internetvod.omroep.nl/WO_VPRO_12962869 2019-01-07 10:30:03.755+00
POMS_VPRO_989604,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/09/1850-programma-item-0.mp4 2015-06-09 08:28:08.254+00
WO_VPRO_12918578,npo://internetvod.omroep.nl/WO_VPRO_12918578 2019-01-07 10:30:03.397+00
POMS_VPRO_3745432,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/04/19/5328-programma-item-0.mp4 2016-04-19 08:02:01.788+00
POMS_VPRO_1927318,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/09/2584-programma-item-0.mp4 2015-09-09 08:22:01.035+00
POMS_VPRO_1939098,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/10/2598-programma-item-0.mp4 2015-09-10 05:36:30.497+00
POMS_VPRO_1562916,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/04/2270-programma-item-0.mp4 2015-08-04 08:33:53.967+00
POMS_VPRO_989606,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/09/1854-programma-item-0.mp4 2015-06-09 08:34:57.246+00
POMS_VPRO_2335669,npo://internetvod.omroep.nl/POMS_VPRO_2335669 2017-11-01 22:52:39.215+00
POMS_VPRO_2126987,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/02/2827-programma-item-0.mp4 2015-10-02 10:29:37.091+00
POMS_VPRO_2819144,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/12/19/3887-programma-item-0.mp4 2015-12-19 09:31:05.212+00
POMS_VPRO_852549,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/07/1496-programma-item-0.mp4 2015-05-07 11:50:22.818+00
POMS_VPRO_3745436,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/04/21/5379-programma-item-0.mp4 2016-04-21 08:22:46.703+00
POMS_VPRO_1009552,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/10/1869-programma-item-0.mp4 2015-06-10 09:00:39.498+00
POMS_VPRO_3355880,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/24/4607-programma-item-0.mp4 2016-02-24 09:09:49.499+00
WO_VPRO_864894,npo://internetvod.omroep.nl/WO_VPRO_864894 2017-10-25 09:38:03.651+00
POMS_VPRO_1790899,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/25/2448-programma-item-0.mp4 2015-08-25 09:03:57.943+00
POMS_VPRO_1318099,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/11/2103-programma-item-0.mp4 2015-07-11 09:55:25.384+00
POMS_VPRO_1300054,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/07/2075-programma-item-0.mp4 2015-07-07 08:16:21.79+00
RBX_VPRO_854347,http://radiobox2.omroep.nl/videofragment/file/13468/fragment.mp4 2015-05-06 13:54:28.648+00
RBX_VPRO_854351,http://radiobox2.omroep.nl/videofragment/file/13472/fragment.mp4 2015-05-06 13:55:03.518+00
RBX_VPRO_854348,http://radiobox2.omroep.nl/videofragment/file/13469/fragment.mp4 2015-05-06 13:54:34.931+00
RBX_VPRO_854350,http://radiobox2.omroep.nl/videofragment/file/13471/fragment.mp4 2015-05-06 13:54:46.61+00
WO_NTR_726919,http://download.omroep.nl/vpro/algemeen/woord/1minuutjes/co_piloot.mp3 2014-12-16 13:56:33.943+00
PREPR_3FM_16295256,https://content.omroep.nl/nporadio/audio/16890f1a-7efb-4acd-a0cc-0ef971c4ed00/698994a8-d824-46ae-ad24-9841e98f279e.mp3 2020-09-21 22:20:14.96+00
RBX_VPRO_2092060,http://radiobox2.omroep.nl/audiofragment/file/200211/fragment.mp3 2015-09-24 22:09:17.97+00
WO_VPRO_16648838,https://content10c3d.omroep.nl/urishieldv2/l27m73f74b9378f3f571006152d644000000.c51dd2b4b708e3a5afa080b0d7dea61c/arla/p/npo/visualradio/npo3fm_vsr/2021/9/27/npo3fm_vsr-20210927-215833-003lpn.mp4 2021-09-28 09:01:48.122+00
PREPR_3FM_16318834,https://content.omroep.nl/nporadio/audio/16890f1a-7efb-4acd-a0cc-0ef971c4ed00/8f7b995a-945d-453e-9013-328a5dcf3369.mp3 2020-10-13 00:13:24.877+00
WO_VPRO_6049700,npo://internetvod.omroep.nl/WO_VPRO_6049700 2017-11-02 01:42:01.606+00
WO_VPRO_2929019,npo://internetvod.omroep.nl/WO_VPRO_2929019 2017-10-27 15:26:34.988+00
RBX_VPRO_6246792,http://radiobox2.omroep.nl/broadcaststream/file/492867.mp3 2017-04-24 07:14:50.641+00
RBX_HUMAN_4004744,http://radiobox2.omroep.nl/videofragment/file/20314/fragment.mp4 2016-05-31 08:14:29.105+00
RBX_HUMAN_3795186,http://radiobox2.omroep.nl/videofragment/file/19520/fragment.mp4 2016-04-26 17:24:15.886+00
RBX_HUMAN_3050332,http://radiobox2.omroep.nl/broadcaststream/file/469302.mp3 2016-05-30 20:29:44.901+00
RBX_HUMAN_3600254,http://radiobox2.omroep.nl/videofragment/file/18813/fragment.mp4 2016-03-29 05:05:01.68+00
RBX_HUMAN_3144687,http://radiobox2.omroep.nl/videofragment/file/17692/fragment.mp4 2016-01-26 14:24:15.896+00
RBX_HUMAN_3600256,http://radiobox2.omroep.nl/videofragment/file/18814/fragment.mp4 2016-03-29 05:16:14.047+00
RBX_HUMAN_3409599,http://radiobox2.omroep.nl/videofragment/file/18292/fragment.mp4 2016-03-01 13:24:17.058+00
RBX_HUMAN_3795125,http://radiobox2.omroep.nl/videofragment/file/19519/fragment.mp4 2016-04-26 17:09:09.872+00
RBX_HUMAN_3600328,http://radiobox2.omroep.nl/videofragment/file/18815/fragment.mp4 2016-03-29 05:24:39.307+00
RBX_HUMAN_3409774,http://radiobox2.omroep.nl/videofragment/file/18295/fragment.mp4 2016-03-01 13:50:04.396+00
RBX_HUMAN_3409770,http://radiobox2.omroep.nl/videofragment/file/18294/fragment.mp4 2016-03-01 13:44:31.479+00
RBX_HUMAN_3600403,http://radiobox2.omroep.nl/videofragment/file/18816/fragment.mp4 2016-03-29 05:31:46.279+00
RBX_HUMAN_3050065,http://radiobox2.omroep.nl/broadcaststream/file/466677.mp3 2016-04-25 20:29:20.172+00
RBX_HUMAN_4910168,http://radiobox2.omroep.nl/broadcaststream/file/476019.mp3 2016-08-29 19:49:03.289+00
RBX_HUMAN_4004680,http://radiobox2.omroep.nl/videofragment/file/20310/fragment.mp4 2016-05-31 07:34:17.754+00
RBX_HUMAN_4004737,http://radiobox2.omroep.nl/videofragment/file/20313/fragment.mp4 2016-05-31 08:04:07.22+00
RBX_HUMAN_3050062,http://radiobox2.omroep.nl/broadcaststream/file/461492.mp3 2016-02-29 22:29:26.103+00
RBX_HUMAN_3795124,http://radiobox2.omroep.nl/videofragment/file/19518/fragment.mp4 2016-04-26 17:04:08.592+00
RBX_HUMAN_3050063,http://radiobox2.omroep.nl/broadcaststream/file/464108.mp3 2016-03-28 20:31:10.042+00
RBX_HUMAN_3050060,http://radiobox2.omroep.nl/broadcaststream/file/458351.mp3 2016-01-25 21:29:13.864+00
RBX_HUMAN_3144860,http://radiobox2.omroep.nl/videofragment/file/17695/fragment.mp4 2016-01-26 14:40:13.801+00
RBX_HUMAN_3144541,http://radiobox2.omroep.nl/videofragment/file/17682/fragment.mp4 2016-01-26 13:35:23.987+00
RBX_HUMAN_3409763,http://radiobox2.omroep.nl/videofragment/file/18293/fragment.mp4 2016-03-01 13:35:00.541+00
RBX_HUMAN_3144800,http://radiobox2.omroep.nl/videofragment/file/17693/fragment.mp4 2016-01-26 14:34:15.612+00
RBX_HUMAN_3792807,http://radiobox2.omroep.nl/videofragment/file/19505/fragment.mp4 2016-04-26 09:49:12.358+00
RBX_RA1_4564150,http://radiobox2.omroep.nl/audiofragment/file/236629/fragment.mp3 2016-07-22 12:34:06.007+00
RBX_RA1_4527967,http://radiobox2.omroep.nl/audiofragment/file/236258/fragment.mp3 2016-07-19 11:09:06.947+00
RBX_RA1_4540863,http://radiobox2.omroep.nl/audiofragment/file/236378/fragment.mp3 2016-07-20 11:09:08.213+00
RBX_RA1_4552008,http://radiobox2.omroep.nl/audiofragment/file/236502/fragment.mp3 2016-07-21 10:49:14.285+00
RBX_RA1_4516696,http://radiobox2.omroep.nl/audiofragment/file/236140/fragment.mp3 2016-07-18 11:14:03.514+00
RBX_RA1_4527900,http://radiobox2.omroep.nl/audiofragment/file/236254/fragment.mp3 2016-07-19 10:36:37.114+00
WO_VPRO_8601368,npo://internetvod.omroep.nl/WO_VPRO_8601368 2017-10-27 15:42:08.634+00
POMS_VPRO_464070,http://radiobox2.omroep.nl/audiofragment/file/128383/fragment.mp3 2014-01-08 21:09:04.786+00
POMS_VPRO_463400,http://radiobox2.omroep.nl/audiofragment/file/128253/fragment.mp3 2014-01-07 20:18:19.215+00
POMS_VPRO_461899,http://radiobox2.omroep.nl/audiofragment/file/127838/fragment.mp3 2014-01-02 20:18:18.354+00
POMS_VPRO_138073,http://content1b.omroep.nl/urishieldv2/l27m387b7d9d34a1bfcb00538de80d000000.f4cad15743905405f9de0eefce36f18a/vpro/algemeen/plots/Plots-akte-5.mp3 2014-06-03 15:23:56.221+00
WO_VPRO_13037172,npo://internetvod.omroep.nl/WO_VPRO_13037172 2018-11-03 18:13:26.007+00
WO_HUMAN_442416,http://download.omroep.nl/human/podcast/hoorcolleges/medialogica/Hoorcollege_Kern_van_de_Journalistiek.mp3 2013-11-27 11:00:31.679+00
RBX_VPRO_6229173,http://radiobox2.omroep.nl/broadcaststream/file/503666.mp3 2017-09-03 10:19:12.973+00
POMS_VPRO_464690,http://radiobox2.omroep.nl/audiofragment/file/128443/fragment.mp3 2014-01-09 18:48:27.808+00
POMS_VPRO_464693,http://radiobox2.omroep.nl/audiofragment/file/128446/fragment.mp3 2014-01-09 18:49:40.431+00
POMS_VPRO_464694,http://radiobox2.omroep.nl/audiofragment/file/128447/fragment.mp3 2014-01-09 18:49:40.431+00
POMS_VPRO_464695,http://radiobox2.omroep.nl/audiofragment/file/128448/fragment.mp3 2014-01-09 18:49:40.431+00
POMS_VPRO_464692,http://radiobox2.omroep.nl/audiofragment/file/128445/fragment.mp3 2014-01-09 18:48:27.809+00
POMS_VPRO_464691,http://radiobox2.omroep.nl/audiofragment/file/128444/fragment.mp3 2014-01-09 18:48:27.809+00
POMS_VPRO_855917,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/09/1509-programma-item-0.mp4 2015-05-09 11:13:53.479+00
WO_VPRO_508894,http://radiobox2.omroep.nl/videofragment/file/8935/fragment.mp4 2014-03-25 06:48:12.221+00
POMS_VPRO_828454,http://download.omroep.nl/portal/radiomanager/rm3-radio1/video/1/Untitled.mp4 2015-04-08 11:13:56.958+00
POMS_VPRO_12720095,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2018/02/03/19978-programma-item-0.mp4 2018-02-03 09:08:51.717+00
POMS_VPRO_2286850,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/16/3010-programma-item-0.mp4 2015-10-16 08:50:00.647+00
POMS_VPRO_1230426,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/02/2043-programma-item-0.mp4 2015-07-02 08:14:47.335+00
POMS_VPRO_1209990,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/30/2020-programma-item-0.mp4 2015-06-30 08:18:52.697+00
POMS_VPRO_2819138,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/12/17/3852-programma-item-0.mp4 2015-12-17 07:56:06.335+00
RBX_VPRO_590804,http://radiobox2.omroep.nl/videofragment/file/10262/fragment.mp4 2018-02-13 10:05:39.227+00
POMS_VPRO_2777044,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/12/12/3792-programma-item-0.mp4 2015-12-12 08:28:37.711+00
POMS_VPRO_958387,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/06/1836-programma-item-0.mp4 2015-06-06 09:30:55.576+00
POMS_VPRO_857094,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/13/1551-programma-item-0.mp4 2015-05-13 10:21:39.643+00
WO_VPRO_536228,http://radiobox2.omroep.nl/videofragment/file/9647/fragment.mp4 2018-02-15 14:48:22.472+00
RBX_VPRO_1107839,http://radiobox2.omroep.nl/videofragment/file/14015/fragment.mp4 2015-06-19 07:49:33.651+00
POMS_VPRO_1306723,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/07/2075-programma-item-0.mp4 2015-07-07 08:16:50.955+00
POMS_VPRO_3355879,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/02/23/4593-programma-item-0.mp4 2016-02-23 09:05:35.373+00
POMS_VPRO_870917,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/27/1687-programma-item-0.mp4 2015-05-27 05:49:44.012+00
POMS_VPRO_860985,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/16/1577-programma-item-0.mp4 2015-05-16 07:55:23.033+00
POMS_VPRO_3135411,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/01/27/4353-programma-item-0.mp4 2016-01-27 07:49:37.585+00
POMS_VPRO_1163495,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/25/1994-programma-item-0.mp4 2015-06-25 08:41:07.537+00
WO_VPRO_11090051,npo://internetvod.omroep.nl/WO_VPRO_11090051 2019-01-07 10:29:23.282+00
WO_VPRO_528943,http://radiobox2.omroep.nl/videofragment/file/9562/fragment.mp4 2018-02-15 13:04:37.814+00
POMS_VPRO_11435820,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2017/10/26/17694-programma-item-0.mp4 2017-10-26 08:47:14.453+00
POMS_VPRO_864289,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/20/1617-programma-item-0.mp4 2015-05-20 08:29:44.603+00
WO_VPRO_12979251,npo://internetvod.omroep.nl/WO_VPRO_12979251 2019-01-07 10:30:04.259+00
POMS_VPRO_864291,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/21/1629-programma-item-0.mp4 2015-05-21 08:34:11.249+00
POMS_VPRO_1068015,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/17/1920-programma-item-0.mp4 2015-06-17 08:38:52.35+00
WO_VPRO_511020,http://radiobox2.omroep.nl/videofragment/file/8996/fragment.mp4 2014-04-01 06:34:08.391+00
POMS_VPRO_3845384,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/05/07/5583-programma-item-0.mp4 2016-05-07 06:14:00.159+00
POMS_VPRO_1230430,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/03/2056-programma-item-0.mp4 2015-07-03 11:57:27.703+00
POMS_VPRO_3158328,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/01/28/4369-programma-item-0.mp4 2016-01-28 07:43:01.467+00
POMS_VPRO_11168267,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2017/10/12/17366-programma-item-0.mp4 2017-10-12 09:01:39.213+00
RBX_VPRO_1163471,http://radiobox2.omroep.nl/videofragment/file/14064/fragment.mp4 2015-06-24 08:40:03.293+00
RBX_VPRO_807779,http://radiobox2.omroep.nl/videofragment/file/12841/fragment.mp4 2018-02-13 12:20:41.416+00
POMS_VPRO_1141507,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/23/1973-programma-item-1.mp4 2015-06-23 08:20:40.624+00
POMS_VPRO_1163493,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/24/1990-programma-item-0.mp4 2015-06-24 09:10:05.621+00
WO_VPRO_503097,http://radiobox2.omroep.nl/videofragment/file/8788/fragment.mp4 2014-03-12 07:36:19.637+00
RBX_VPRO_554735,http://radiobox2.omroep.nl/videofragment/file/9935/fragment.mp4 2018-02-13 09:57:19.664+00
POMS_VPRO_1009567,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/13/1897-programma-item-0.mp4 2015-06-13 10:17:07.489+00
POMS_VPRO_1382537,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/14/2111-programma-item-0.mp4 2015-07-14 08:44:24.553+00
WO_VPRO_575945,npo://internetvod.omroep.nl/WO_VPRO_575945 2017-11-01 17:08:19.395+00
POMS_VPRO_3933550,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/05/18/5728-programma-item-0.mp4 2016-05-18 08:04:34.57+00
POMS_VPRO_3032479,npo://internetvod.omroep.nl/POMS_VPRO_3032479 2017-10-27 12:16:29.302+00
POMS_VPRO_1318107,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/14/2110-programma-item-0.mp4 2015-07-14 08:41:48.686+00
WO_VPRO_577918,npo://internetvod.omroep.nl/WO_VPRO_577918 2017-11-01 22:43:52.104+00
POMS_VPRO_2126989,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/10/03/2837-programma-item-0.mp4 2015-10-03 11:04:28.509+00
WO_VPRO_518464,http://radiobox2.omroep.nl/videofragment/file/9220/fragment.mp4 2014-04-22 06:17:11.839+00
RBX_VPRO_766201,http://radiobox2.omroep.nl/videofragment/file/12246/fragment.mp4 2018-02-13 11:55:41.766+00
POMS_VPRO_3607394,npo://internetvod.omroep.nl/POMS_VPRO_3607394 2017-11-01 22:53:32.35+00
WO_VPRO_833779,npo://internetvod.omroep.nl/WO_VPRO_833779 2017-10-27 15:41:06.271+00
WO_VPRO_799903,npo://internetvod.omroep.nl/WO_VPRO_799903 2017-11-01 22:45:15.605+00
POMS_VPRO_1730533,npo://internetvod.omroep.nl/POMS_VPRO_1730533 2017-11-01 22:41:24.841+00
POMS_VPRO_1730529,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/20/2411-programma-item-0.mp4 2015-08-20 08:38:50.037+00
PREPR_VPRO_16290166,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/11/5/nporadio1-20201105-001309-001fa8.mp3 2020-11-05 01:14:11.167+00
WO_VPRO_522292,http://radiobox2.omroep.nl/videofragment/file/9346/fragment.mp4 2014-05-01 06:27:14.177+00
POMS_VPRO_1382552,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/18/2146-programma-item-0.mp4 2015-07-18 08:19:41.516+00
POMS_VPRO_855916,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/09/1508-programma-item-0.mp4 2015-05-09 11:01:55.746+00
POMS_VPRO_12546063,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2018/01/24/19681-programma-item-0.mp4 2018-01-24 10:41:56.04+00
POMS_VPRO_3378460,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/03/01/4685-programma-item-0.mp4 2016-03-01 10:45:00.784+00
POMS_VPRO_908204,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/03/1773-programma-item-0.mp4 2015-06-03 08:29:47.394+00
POMS_VPRO_449826,http://radiobox2.omroep.nl/broadcaststream/file/402364.mp3 2018-02-15 13:01:22.121+00
POMS_VPRO_1009566,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/13/1897-programma-item-0.mp4 2015-06-13 09:55:22.336+00
POMS_VPRO_1860089,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/09/02/2524-programma-item-0.mp4 2015-09-02 06:56:34.937+00
WO_VPRO_517445,http://radiobox2.omroep.nl/videofragment/file/9188/fragment.mp4 2014-04-18 06:57:24.413+00
POMS_VPRO_870933,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/05/29/1710-programma-item-0.mp4 2015-05-29 04:42:25.936+00
PREPR_VPRO_16294332,https://content.omroep.nl/arla/p/npo/audio/nporadio1/2020/11/10/nporadio1-20201110-001309-001g6k.mp3 2020-11-10 01:13:36.301+00
RBX_VPRO_548425,http://radiobox2.omroep.nl/videofragment/file/9816/fragment.mp4 2018-02-15 13:04:44.995+00
RBX_VPRO_786153,http://radiobox2.omroep.nl/videofragment/file/12531/fragment.mp4 2018-02-13 11:54:15.947+00
WO_VPRO_854234,npo://internetvod.omroep.nl/WO_VPRO_854234 2017-10-25 10:37:53.922+00
RBX_VPRO_551093,http://radiobox2.omroep.nl/videofragment/file/9901/fragment.mp4 2018-02-15 13:04:28.482+00
POMS_VPRO_12720096,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2018/02/03/19980-programma-item-0.mp4 2018-02-03 09:17:17.54+00
POMS_VPRO_1163497,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/25/1995-programma-item-0.mp4 2015-06-25 08:44:42.917+00
WO_VPRO_511413,http://radiobox2.omroep.nl/videofragment/file/9009/fragment.mp4 2014-04-02 04:53:24.688+00
RBX_VPRO_594758,http://radiobox2.omroep.nl/videofragment/file/10308/fragment.mp4 2018-02-13 10:00:49.381+00
RBX_VPRO_2978045,http://radiobox2.omroep.nl/videofragment/file/17244/fragment.mp4 2016-01-05 13:50:29.866+00
POMS_VPRO_908213,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/04/1808-programma-item-0.mp4 2015-06-04 08:38:08.662+00
POMS_VPRO_1382539,http://content1a.omroep.nl/urishieldv2/l27m48ffbd480ca211ef0055a79d1f000000.6ef5f016b4c972cf7a826c9be93e08be/portal/radiomanager/rm3-radio1/video/1/kunstwacht_1.mp4 2015-07-15 08:32:47.226+00
POMS_VPRO_1300053,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/07/2074-programma-item-0.mp4 2015-07-07 08:13:31.803+00
RBX_VPRO_807781,http://radiobox2.omroep.nl/videofragment/file/12842/fragment.mp4 2018-02-13 12:20:41.416+00
RBX_VPRO_12998371,https://radiobox2.omroep.nl/audiofragment/file/310632/fragment.mp3 2018-03-26 08:09:44.831+00
POMS_VPRO_1318088,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/08/2082-programma-item-0.mp4 2015-07-08 09:19:14.941+00
POMS_VPRO_1230431,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/03/2057-programma-item-0.mp4 2015-07-03 12:03:29.89+00
POMS_VPRO_1230428,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/02/2044-programma-item-0.mp4 2015-07-02 08:21:30.187+00
WO_VPRO_12996047,npo://internetvod.omroep.nl/WO_VPRO_12996047 2019-01-07 10:30:06.486+00
POMS_VPRO_989605,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/09/1854-programma-item-0.mp4 2015-06-09 08:34:49.752+00
POMS_VPRO_5927581,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2016/11/10/9426-programma-item-0.mp4 2016-11-10 09:19:01.482+00
WO_VPRO_532136,http://radiobox2.omroep.nl/videofragment/file/9637/fragment.mp4 2018-02-15 15:57:02.95+00
POMS_VPRO_1318089,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/08/2084-programma-item-1.mp4 2015-07-08 09:30:28.797+00
WO_VPRO_519568,http://radiobox2.omroep.nl/videofragment/file/9264/fragment.mp4 2014-04-24 06:35:20.559+00
POMS_VPRO_1730531,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/21/2424-programma-item-0.mp4 2015-08-21 08:40:27.56+00
POMS_VPRO_1096524,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/06/18/1938-programma-item-0.mp4 2015-06-18 08:35:56.307+00
POMS_VPRO_1490749,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/07/25/2195-programma-item-0.mp4 2015-07-25 08:01:24.572+00
WO_VPRO_565959,npo://internetvod.omroep.nl/WO_VPRO_565959 2017-10-27 15:33:30.974+00
POMS_VPRO_1796931,http://download.omroep.nl/portal/radiomanager/video_archive/radio1/2015/08/27/2466-programma-item-0.mp4 2015-08-27 08:19:57.534+00
WO_VPRO_504809,http://radiobox2.omroep.nl/videofragment/file/8841/fragment.mp4 2014-03-15 05:11:13.741+00
WO_VPRO_11201454,npo://internetvod.omroep.nl/WO_VPRO_11201454 2019-01-07 10:29:31.026+00
